genome	order_color	color	Phylum	Class	Order	Family_old	Family	Genus	Family_AKA	other
GCA.005411835.1.ASM541183v1	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g1	Poxviridae	Myxoma virus Toledo
GCA.006458285.1.ASM645828v1	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g1	Poxviridae	Lumpy skin disease virus NW-LW Neethling Warmbaths LW
GCA.006465565.1.ASM646556v1	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g1	Poxviridae	Deerpox virus W-1170-84 W-1170-84
GCA.006466005.1.ASM646600v1	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g1	Poxviridae	Cotia virus strain=SPAn880
GCA.009909525.1.ASM990952v1	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g1	Poxviridae	Cetacean poxvirus 1 strain=CePV-TA
GCA.900327605.1.lib01460new	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g1	Poxviridae	Cowpox virus Ger/2015/Prairie-dog
GCA.000916855.1.ViralProj237470	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g10	Poxviridae	Anomala cuprea entomopoxvirus strain=CV6M
GCA.000838565.1.ViralProj14042	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g11	Poxviridae	Melanoplus sanguinipes entomopoxvirus 'O' Tucson
GCA.001695465.1.ViralProj331044	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g2	Poxviridae	Pteropox virus strain=Australia
GCA.003260795.1.ASM326079v1	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g2	Poxviridae	Sea otter poxvirus strain=ELK
GCA.000844045.1.ViralProj14469	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g3	Poxviridae	Bovine papular stomatitis virus strain=BV-AR02
GCA.000844845.1.ViralProj14464	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g3	Poxviridae	Orf virus strain=OV-SA00
GCA.000886295.1.ViralProj45973	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g3	Poxviridae	Pseudocowpox virus strain=VR634
GCA.000930695.1.ViralProj271121	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g3	Poxviridae	Parapoxvirus red deer/HL953 strain=HL953
GCA.002219465.1.ViralProj394314	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g3	Poxviridae	Seal parapoxvirus AFK76s1
GCA.000913615.1.ViralProj223065	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g4	Poxviridae	Squirrelpox virus strain=Red squirrel UK
GCA.000843325.1.ViralProj14328	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g5	Poxviridae	Molluscum contagiosum virus subtype 1 
GCA.000838605.1.ViralProj14052	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g6	Poxviridae	Fowlpox virus 
GCA.000841685.1.ViralProj14340	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g6	Poxviridae	Canarypox virus strain=ATCC VR-111
GCA.000923135.1.ViralProj253477	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g6	Poxviridae	Penguinpox virus PSan92
GCA.001431935.1.ViralProj301027	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g6	Poxviridae	Turkeypox virus strain=TKPV-HU1124/2011
GCA.006450615.1.ASM645061v1	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g6	Poxviridae	Shearwaterpox virus strain=SWPV-1
GCA.006452015.1.ASM645201v1	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g6	Poxviridae	Eastern grey kangaroopox virus strain=NSW
GCA.000869065.1.ViralProj16798	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g7	Poxviridae	Nile crocodilepox virus 
GCA.006451235.1.ASM645123v1	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g7	Poxviridae	Saltwater crocodilepox virus 
GCA.001271235.1.ViralProj293081	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g8	Poxviridae	Salmon gill poxvirus 2012-04-F277-L3G
GCA.000427115.1.CBEV.1	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g9	Poxviridae	Choristoneura biennis entomopoxvirus 
GCA.000427135.1.AHEV.1	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g9	Poxviridae	Adoxophyes honmai entomopoxvirus 'L' Tokyo
GCA.000427155.1.MySEV.1	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g9	Poxviridae	Mythimna separata entomopoxvirus 'L' 
GCA.000837185.1.ViralProj14097	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_01	PX_01	g9	Poxviridae	Amsacta moorei entomopoxvirus 
GVMAG-M-3300010151-7	#cc0000	8E8E8E	Nucleocytoviricota	Pokkesviricetes	Chitovirales	PX_incertae_sedis	PX_incertae_sedis	g12		GVMAG-M-3300010151-7
GVMAG-M-3300004806-7	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300004806-7
GVMAG-M-3300009180-16	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300009180-16
GVMAG-M-3300009184-42	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300009184-42
GVMAG-M-3300010158-33	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300010158-33
GVMAG-M-3300010158-60	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300010158-60
GVMAG-M-3300010160-7	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300010160-7
GVMAG-M-3300013285-6	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300013285-6
GVMAG-M-3300021963-34	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300021963-34
GVMAG-M-3300023174-129	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300023174-129
GVMAG-M-3300023174-154	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300023174-154
GVMAG-M-3300023174-196	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300023174-196
GVMAG-M-3300023174-46	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300023174-46
GVMAG-M-3300023179-49	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300023179-49
GVMAG-M-3300023184-14	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300023184-14
GVMAG-M-3300023184-70	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300023184-70
GVMAG-M-3300023184-77	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300023184-77
GVMAG-M-3300027747-41	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300027747-41
GVMAG-M-3300027759-16	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300027759-16
GVMAG-M-3300027804-12	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300027804-12
GVMAG-M-3300027804-59	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300027804-59
GVMAG-M-3300027969-16	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-M-3300027969-16
GVMAG-S-1101161-73	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-S-1101161-73
GVMAG-S-1101164-105	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-S-1101164-105
GVMAG-S-1101171-110	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-S-1101171-110
GVMAG-S-1101172-89	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-S-1101172-89
GVMAG-S-1101179-79	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-S-1101179-79
GVMAG-S-1101181-136	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-S-1101181-136
GVMAG-S-1101182-85	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-S-1101182-85
GVMAG-S-3300010158-104	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-S-3300010158-104
GVMAG-S-3300010158-137	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-S-3300010158-137
GVMAG-S-3300013006-138	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		GVMAG-S-3300013006-138
SRX331965.10.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g314		SRX331965.10.dc
GVMAG-M-3300004806-1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g315		GVMAG-M-3300004806-1
GVMAG-M-3300009183-5	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g315		GVMAG-M-3300009183-5
GVMAG-M-3300023179-97	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g315		GVMAG-M-3300023179-97
GVMAG-M-3300023184-62	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g315		GVMAG-M-3300023184-62
GVMAG-S-1006664-89	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g315		GVMAG-S-1006664-89
GVMAG-M-3300009183-73	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g316		GVMAG-M-3300009183-73
GVMAG-M-3300013004-44	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g316		GVMAG-M-3300013004-44
GVMAG-M-3300018868-17	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g316		GVMAG-M-3300018868-17
GVMAG-M-3300023174-141	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g316		GVMAG-M-3300023174-141
GVMAG-M-3300023174-176	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g316		GVMAG-M-3300023174-176
GVMAG-M-3300023174-60	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g316		GVMAG-M-3300023174-60
GVMAG-M-3300023179-10	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g316		GVMAG-M-3300023179-10
GVMAG-M-3300023184-121	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g316		GVMAG-M-3300023184-121
GVMAG-M-3300023184-88	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g316		GVMAG-M-3300023184-88
GVMAG-S-1101164-72	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g316		GVMAG-S-1101164-72
GVMAG-S-1101165-84	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g316		GVMAG-S-1101165-84
GVMAG-S-3300010158-63	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g316		GVMAG-S-3300010158-63
GVMAG-S-3300013006-131	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g316		GVMAG-S-3300013006-131
GVMAG-S-3300013006-158	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g316		GVMAG-S-3300013006-158
GVMAG-S-3300013093-109	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g316		GVMAG-S-3300013093-109
GVMAG-S-3300013094-97	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g316		GVMAG-S-3300013094-97
GVMAG-S-404869-56	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g316		GVMAG-S-404869-56
SRX211342.63.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g316		SRX211342.63.dc
SRX331703.51.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g316		SRX331703.51.dc
SRX331950.28.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g316		SRX331950.28.dc
GVMAG-M-3300027712-16	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g317		GVMAG-M-3300027712-16
GVMAG-S-1101164-61	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g317		GVMAG-S-1101164-61
GVMAG-S-3300013286-35	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g317		GVMAG-S-3300013286-35
GVMAG-M-3300009151-43	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g318		GVMAG-M-3300009151-43
GVMAG-M-3300009163-47	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g318		GVMAG-M-3300009163-47
GVMAG-M-3300023174-16	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g318		GVMAG-M-3300023174-16
GVMAG-M-3300023174-6	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g318		GVMAG-M-3300023174-6
GVMAG-M-3300027963-41	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g318		GVMAG-M-3300027963-41
GVMAG-S-1035414-12	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g318		GVMAG-S-1035414-12
GVMAG-M-3300023174-132	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g319		GVMAG-M-3300023174-132
GVMAG-M-3300023179-138	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g319		GVMAG-M-3300023179-138
GVMAG-M-3300023179-74	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g319		GVMAG-M-3300023179-74
GVMAG-M-3300027749-36	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g319		GVMAG-M-3300027749-36
GVMAG-S-1035100-100	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g319		GVMAG-S-1035100-100
GVMAG-S-1101174-84	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g319		GVMAG-S-1101174-84
SRX331950.48.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g319		SRX331950.48.dc
GVMAG-M-3300009068-1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g320		GVMAG-M-3300009068-1
GVMAG-M-3300013006-15	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g320		GVMAG-M-3300013006-15
GVMAG-M-3300025316-29	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g320		GVMAG-M-3300025316-29
GVMAG-M-3300012936-1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g321		GVMAG-M-3300012936-1
GVMAG-M-3300006119-4	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-M-3300006119-4
GVMAG-M-3300009068-25	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-M-3300009068-25
GVMAG-M-3300009151-50	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-M-3300009151-50
GVMAG-M-3300009154-19	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-M-3300009154-19
GVMAG-M-3300009164-40	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-M-3300009164-40
GVMAG-M-3300009180-45	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-M-3300009180-45
GVMAG-M-3300009181-41	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-M-3300009181-41
GVMAG-M-3300009185-36	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-M-3300009185-36
GVMAG-M-3300009185-7	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-M-3300009185-7
GVMAG-M-3300009419-14	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-M-3300009419-14
GVMAG-M-3300020572-5	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-M-3300020572-5
GVMAG-M-3300020728-1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-M-3300020728-1
GVMAG-M-3300021120-1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-M-3300021120-1
GVMAG-M-3300021963-12	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-M-3300021963-12
GVMAG-M-3300023174-47	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-M-3300023174-47
GVMAG-M-3300023179-99	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-M-3300023179-99
GVMAG-M-3300025778-1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-M-3300025778-1
GVMAG-M-3300027708-51	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-M-3300027708-51
GVMAG-M-3300027734-16	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-M-3300027734-16
GVMAG-M-3300027797-21	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-M-3300027797-21
GVMAG-S-1035088-157	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-S-1035088-157
GVMAG-S-1035133-146	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-S-1035133-146
GVMAG-S-1035231-53	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-S-1035231-53
GVMAG-S-1035231-58	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-S-1035231-58
GVMAG-S-1035237-23	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-S-1035237-23
GVMAG-S-1035315-10	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-S-1035315-10
GVMAG-S-1035375-24	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-S-1035375-24
GVMAG-S-1101164-164	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-S-1101164-164
GVMAG-S-1101165-163	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-S-1101165-163
GVMAG-S-1101168-145	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-S-1101168-145
GVMAG-S-3300002307-41	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-S-3300002307-41
GVMAG-S-3300013093-152	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-S-3300013093-152
GVMAG-S-3300013286-51	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		GVMAG-S-3300013286-51
SRX331965.39.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g322		SRX331965.39.dc
GVMAG-M-3300009182-82	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g323		GVMAG-M-3300009182-82
GVMAG-M-3300009684-20	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g323		GVMAG-M-3300009684-20
GVMAG-M-3300013285-24	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g323		GVMAG-M-3300013285-24
GVMAG-M-3300023184-135	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g323		GVMAG-M-3300023184-135
GVMAG-M-3300023184-50	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g323		GVMAG-M-3300023184-50
GVMAG-S-1035225-37	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g323		GVMAG-S-1035225-37
GVMAG-S-1035303-20	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g323		GVMAG-S-1035303-20
GVMAG-S-1101176-114	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g323		GVMAG-S-1101176-114
GVMAG-S-1101178-127	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g323		GVMAG-S-1101178-127
GVMAG-S-3300002092-30	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g323		GVMAG-S-3300002092-30
GVMAG-S-3300013014-199	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g323		GVMAG-S-3300013014-199
GVMAG-M-3300018080-29	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g324		GVMAG-M-3300018080-29
SRX802202.37.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g325		SRX802202.37.dc
GVMAG-M-3300018868-6	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g326		GVMAG-M-3300018868-6
GVMAG-S-3300011013-78	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g326		GVMAG-S-3300011013-78
ERX552246.27.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g327		ERX552246.27.dc
GVMAG-M-3300017967-12	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g327		GVMAG-M-3300017967-12
GVMAG-S-1030632-69	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g327		GVMAG-S-1030632-69
GVMAG-S-3300000576-38	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g327		GVMAG-S-3300000576-38
GVMAG-S-3300000576-45	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g327		GVMAG-S-3300000576-45
GVMAG-S-3300000576-53	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g327		GVMAG-S-3300000576-53
GVMAG-M-3300000517-4	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g328		GVMAG-M-3300000517-4
SRX327520.18.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g328		SRX327520.18.dc
ERX552243.80.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		ERX552243.80.dc
ERX552270.87.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		ERX552270.87.dc
ERX552288.39.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		ERX552288.39.dc
ERX552292.53.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_01	IM_01	g329		ERX552292.53.dc
