genome	order_color	color	Phylum	Class	Order	Family_old	Family	Genus	Family_AKA	other
GVMAG-S-1035085-42	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g299		GVMAG-S-1035085-42
ERX552270.61.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		ERX552270.61.dc
ERX555958.4.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		ERX555958.4.dc
ERX556059.13.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		ERX556059.13.dc
ERX556091.17.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		ERX556091.17.dc
ERX556133.24.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		ERX556133.24.dc
GVMAG-M-3300000117-10	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300000117-10
GVMAG-M-3300002404-2	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300002404-2
GVMAG-M-3300006190-14	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300006190-14
GVMAG-M-3300007236-6	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300007236-6
GVMAG-M-3300009051-3	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300009051-3
GVMAG-M-3300009164-67	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300009164-67
GVMAG-M-3300010158-15	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300010158-15
GVMAG-M-3300010299-8	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300010299-8
GVMAG-M-3300010354-31	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300010354-31
GVMAG-M-3300010370-19	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300010370-19
GVMAG-M-3300013004-38	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300013004-38
GVMAG-M-3300017788-50	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300017788-50
GVMAG-M-3300017824-14	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300017824-14
GVMAG-M-3300017956-25	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300017956-25
GVMAG-M-3300018420-25	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300018420-25
GVMAG-M-3300020554-7	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300020554-7
GVMAG-M-3300020565-3	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300020565-3
GVMAG-M-3300020727-4	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300020727-4
GVMAG-M-3300021958-16	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300021958-16
GVMAG-M-3300021962-56	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300021962-56
GVMAG-M-3300021962-60	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300021962-60
GVMAG-M-3300021964-56	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300021964-56
GVMAG-M-3300021964-9	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300021964-9
GVMAG-M-3300023174-30	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300023174-30
GVMAG-M-3300023174-77	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300023174-77
GVMAG-M-3300023179-26	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300023179-26
GVMAG-M-3300023179-31	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300023179-31
GVMAG-M-3300023184-60	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300023184-60
GVMAG-M-3300025695-21	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300025695-21
GVMAG-M-3300027746-30	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300027746-30
GVMAG-M-3300027763-16	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300027763-16
GVMAG-M-3300027763-29	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300027763-29
GVMAG-M-3300027769-26	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300027769-26
GVMAG-M-3300027804-47	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300027804-47
GVMAG-M-3300027963-21	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-M-3300027963-21
GVMAG-S-1006661-62	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-S-1006661-62
GVMAG-S-1017394-19	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-S-1017394-19
GVMAG-S-1017397-20	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-S-1017397-20
GVMAG-S-1037377-56	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-S-1037377-56
GVMAG-S-1040241-154	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-S-1040241-154
GVMAG-S-1055481-12	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-S-1055481-12
GVMAG-S-1091229-144	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-S-1091229-144
GVMAG-S-1101162-81	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-S-1101162-81
GVMAG-S-1101165-58	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-S-1101165-58
GVMAG-S-1101178-73	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-S-1101178-73
GVMAG-S-1101180-64	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-S-1101180-64
GVMAG-S-1101180-74	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-S-1101180-74
GVMAG-S-3300010157-108	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-S-3300010157-108
GVMAG-S-403982-43	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-S-403982-43
GVMAG-S-ERX556091-19	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g300		GVMAG-S-ERX556091-19
ERX552270.89.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g301		ERX552270.89.dc
GVMAG-M-3300021379-1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g301		GVMAG-M-3300021379-1
GVMAG-M-3300023109-20	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g301		GVMAG-M-3300023109-20
GVMAG-M-3300023170-28	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g301		GVMAG-M-3300023170-28
GVMAG-S-ERX555927-53	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g301		GVMAG-S-ERX555927-53
SRX802189.96.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g301		SRX802189.96.dc
GVMAG-M-3300021964-8	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g302		GVMAG-M-3300021964-8
GVMAG-M-3300018416-26	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g303		GVMAG-M-3300018416-26
GVMAG-M-3300021964-36	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g303		GVMAG-M-3300021964-36
ERX552270.116.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g304		ERX552270.116.dc
GVMAG-M-3300002154-3	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g304		GVMAG-M-3300002154-3
GVMAG-M-3300008012-32	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g304		GVMAG-M-3300008012-32
GVMAG-S-1102237-47	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g304		GVMAG-S-1102237-47
PoV01b	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g304		PoV01b
ERX552261.23.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g305		ERX552261.23.dc
GVMAG-M-3300024255-31	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g306		GVMAG-M-3300024255-31
GVMAG-M-3300017967-22	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g307		GVMAG-M-3300017967-22
GVMAG-S-1101162-72	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g308		GVMAG-S-1101162-72
GVMAG-S-3300013285-28	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g308		GVMAG-S-3300013285-28
GVMAG-M-3300010354-11	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g309		GVMAG-M-3300010354-11
GVMAG-M-3300023174-208	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g309		GVMAG-M-3300023174-208
GVMAG-M-3300017952-11	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g310		GVMAG-M-3300017952-11
GVMAG-S-3300012000-76	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g310		GVMAG-S-3300012000-76
GVMAG-M-3300020716-5	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g311		GVMAG-M-3300020716-5
GVMAG-S-1035100-96	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g312		GVMAG-S-1035100-96
GCA.003057795.1.ASM305779v1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_12	IM_12	g313		Tetraselmis virus 1 
GVMAG-M-3300005613-29	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g257		GVMAG-M-3300005613-29
GVMAG-M-3300005613-38	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g257		GVMAG-M-3300005613-38
GVMAG-M-3300005613-41	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g257		GVMAG-M-3300005613-41
GVMAG-M-3300005613-49	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g257		GVMAG-M-3300005613-49
GVMAG-M-3300023174-167	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g257		GVMAG-M-3300023174-167
GVMAG-M-3300023184-64	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g257		GVMAG-M-3300023184-64
SRX802143.64.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g257		SRX802143.64.dc
GVMAG-M-3300017971-33	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g258		GVMAG-M-3300017971-33
GVMAG-S-3300005613-42	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g258		GVMAG-S-3300005613-42
GVMAG-S-3300005613-53	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g258		GVMAG-S-3300005613-53
GVMAG-S-3300000115-46	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g259		GVMAG-S-3300000115-46
SRX803008.78.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g259		SRX803008.78.dc
ERX556058.46.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g260		ERX556058.46.dc
GVMAG-M-3300011013-19	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g260		GVMAG-M-3300011013-19
GVMAG-M-3300027788-41	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g260		GVMAG-M-3300027788-41
GVMAG-M-3300005613-55	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g261		GVMAG-M-3300005613-55
GVMAG-M-3300023112-4	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g262		GVMAG-M-3300023112-4
GVMAG-M-3300023174-206	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g263		GVMAG-M-3300023174-206
GVMAG-S-3300002466-75	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g263		GVMAG-S-3300002466-75
GVMAG-M-3300005613-33	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g264		GVMAG-M-3300005613-33
GVMAG-M-3300017963-10	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g265		GVMAG-M-3300017963-10
GVMAG-M-3300005613-6	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g266		GVMAG-M-3300005613-6
GVMAG-M-3300017963-43	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g267		GVMAG-M-3300017963-43
SRX802077.35.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g268		SRX802077.35.dc
GVMAG-S-1074262-49	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_13	IM_13	g269		GVMAG-S-1074262-49
GVMAG-M-3300017963-13	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_14	IM_14	g248		GVMAG-M-3300017963-13
GVMAG-S-1035435-20	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_14	IM_14	g249		GVMAG-S-1035435-20
GVMAG-M-3300009169-14	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_14	IM_14	g250		GVMAG-M-3300009169-14
GVMAG-M-3300014204-73	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_14	IM_14	g250		GVMAG-M-3300014204-73
SRX559902.76.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_14	IM_14	g250		SRX559902.76.dc
GVMAG-M-3300025727-45	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_14	IM_14	g251		GVMAG-M-3300025727-45
GVMAG-M-3300025860-20	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_14	IM_14	g252		GVMAG-M-3300025860-20
GVMAG-M-3300017987-33	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_14	IM_14	g253		GVMAG-M-3300017987-33
ERX556315.47.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_14	IM_14	g254		ERX556315.47.dc
GVMAG-M-3300013127-28	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_14	IM_14	g255		GVMAG-M-3300013127-28
GVMAG-M-3300023184-36	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_14	IM_14	g256		GVMAG-M-3300023184-36
GVMAG-M-3300017788-2	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g209	Mimiviridae	GVMAG-M-3300017788-2
GVMAG-M-3300017788-7	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g210	Mimiviridae	GVMAG-M-3300017788-7
GVMAG-M-3300023174-174	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g210	Mimiviridae	GVMAG-M-3300023174-174
GVMAG-M-3300023174-97	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g210	Mimiviridae	GVMAG-M-3300023174-97
GVMAG-S-1035085-51	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g211	Mimiviridae	GVMAG-S-1035085-51
GVMAG-M-3300023174-55	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g212	Mimiviridae	GVMAG-M-3300023174-55
GVMAG-M-3300023174-136	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g213	Mimiviridae	GVMAG-M-3300023174-136
GVMAG-M-3300023174-205	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g213	Mimiviridae	GVMAG-M-3300023174-205
GVMAG-M-3300023179-145	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g213	Mimiviridae	GVMAG-M-3300023179-145
GVMAG-M-3300023179-4	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g213	Mimiviridae	GVMAG-M-3300023179-4
GVMAG-M-3300023184-43	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g213	Mimiviridae	GVMAG-M-3300023184-43
GVMAG-M-3300023179-115	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g214	Mimiviridae	GVMAG-M-3300023179-115
GVMAG-M-3300023184-104	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g214	Mimiviridae	GVMAG-M-3300023184-104
GVMAG-S-1035348-10	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g214	Mimiviridae	GVMAG-S-1035348-10
ERX288947.23.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g215	Mimiviridae	ERX288947.23.dc
ERX555926.32.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g215	Mimiviridae	ERX555926.32.dc
GVMAG-M-3300001348-16	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g215	Mimiviridae	GVMAG-M-3300001348-16
GVMAG-M-3300020165-43	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g215	Mimiviridae	GVMAG-M-3300020165-43
GVMAG-M-3300025880-17	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g215	Mimiviridae	GVMAG-M-3300025880-17
GVMAG-S-ERX555967-93	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g215	Mimiviridae	GVMAG-S-ERX555967-93
ERX552255.53.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g216	Mimiviridae	ERX552255.53.dc
GVMAG-M-3300009697-1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g217	Mimiviridae	GVMAG-M-3300009697-1
GCA.003814085.1.ASM381408v1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g218	Mimiviridae	Faunusvirus sp. 
ERX552254.13.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g219	Mimiviridae	ERX552254.13.dc
ERX555952.65.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g219	Mimiviridae	ERX555952.65.dc
GVMAG-M-3300025622-31	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g219	Mimiviridae	GVMAG-M-3300025622-31
ERX552256.53.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g220	Mimiviridae	ERX552256.53.dc
GVMAG-M-3300022752-81	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g220	Mimiviridae	GVMAG-M-3300022752-81
GVMAG-M-3300023184-177	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g220	Mimiviridae	GVMAG-M-3300023184-177
GVMAG-M-3300024261-33	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g220	Mimiviridae	GVMAG-M-3300024261-33
mPacV.611	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g220	Mimiviridae	mPacV.611
GVMAG-M-3300020185-49	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g221	Mimiviridae	GVMAG-M-3300020185-49
GVMAG-M-3300007522-15	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g222	Mimiviridae	GVMAG-M-3300007522-15
GVMAG-M-3300007522-31	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g222	Mimiviridae	GVMAG-M-3300007522-31
GVMAG-M-3300013005-61	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g222	Mimiviridae	GVMAG-M-3300013005-61
GVMAG-M-3300023174-31	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g222	Mimiviridae	GVMAG-M-3300023174-31
GVMAG-M-3300023174-43	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g222	Mimiviridae	GVMAG-M-3300023174-43
GVMAG-M-3300023179-2	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g222	Mimiviridae	GVMAG-M-3300023179-2
GVMAG-M-3300023179-82	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g222	Mimiviridae	GVMAG-M-3300023179-82
GVMAG-S-3300013131-116	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g222	Mimiviridae	GVMAG-S-3300013131-116
GVMAG-M-3300023179-54	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g223	Mimiviridae	GVMAG-M-3300023179-54
GVMAG-M-3300023179-61	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g223	Mimiviridae	GVMAG-M-3300023179-61
GVMAG-M-3300023184-183	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g223	Mimiviridae	GVMAG-M-3300023184-183
GVMAG-M-3300022752-33	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g224	Mimiviridae	GVMAG-M-3300022752-33
GVMAG-M-3300023174-131	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g224	Mimiviridae	GVMAG-M-3300023174-131
GVMAG-S-1101165-51	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g224	Mimiviridae	GVMAG-S-1101165-51
GCA.000889395.1.ViralProj59783	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g225	Mimiviridae	Cafeteria roenbergensis virus BV-PW1 strain=BV-PW1
cPacV.1605	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g226	Mimiviridae	cPacV.1605
SRX802077.79.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g226	Mimiviridae	SRX802077.79.dc
oPacV.662	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g227	Mimiviridae	oPacV.662
GCA.002966255.1.ASM296625v1	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g228	Mimiviridae	Hokovirus HKV1 
GVMAG-M-3300022916-4	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g229	Mimiviridae	GVMAG-M-3300022916-4
ERX552300.8.dc	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g230	Mimiviridae	ERX552300.8.dc
GVMAG-S-1004661-13	#9400d3	8900FF	Nucleocytoviricota	Megaviricetes	Imitervirales	MC_16	IM_16	g231	Mimiviridae	GVMAG-S-1004661-13
